#FORMAT=WebAnno TSV 3.3
#T_SP=webanno.custom.Gesprchsphasen|Abschlussphase|Anfangsphase|Argumentationsphase|Beschlussphase|Informationsphase|Kommentar|Sonstiges
#T_SP=webanno.custom.Gesprchstechniken|Kommentar|Paraphrasieren|Strukturieren|Verbalisieren


#Text=L: Das läuft jetzt schon, oder?
97-7	6887-6889	Ja	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
97-8	6889-6890	,	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
97-9	6891-6895	okay	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
97-10	6895-6896	,	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
97-11	6897-6900	das	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
97-12	6901-6906	mache	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
97-13	6907-6910	ich	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
97-14	6910-6911	.	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	

#Text=E (glz.): Alles klar.
98-1	6912-6913	E	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
98-2	6914-6915	(	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
98-3	6915-6918	glz	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
98-4	6918-6919	.	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
98-5	6919-6920	)	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
98-6	6920-6921	:	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
98-7	6922-6927	Alles	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
98-8	6928-6932	klar	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	
98-9	6932-6933	.	*[38]	*[38]	*[38]	Beschlussphase[38]	*[38]	*[38]	*[38]	_	_	_	_	

#Text=E (glz.): Und dann hoffe ich, dass sich das dann auf die nächsten Prüfungen dann natürlich auch positiv auswirkt.
99-1	6934-6935	E	_	_	_	_	_	_	_	_	_	_	_	
99-2	6936-6937	(	_	_	_	_	_	_	_	_	_	_	_	
99-3	6937-6940	glz	_	_	_	_	_	_	_	_	_	_	_	
99-4	6940-6941	.	_	_	_	_	_	_	_	_	_	_	_	
99-5	6941-6942	)	_	_	_	_	_	_	_	_	_	_	_	
99-6	6942-6943	:	_	_	_	_	_	_	_	_	_	_	_	
99-7	6944-6947	Und	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-8	6948-6952	dann	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-9	6953-6958	hoffe	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-10	6959-6962	ich	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-11	6962-6963	,	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-12	6964-6968	dass	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-13	6969-6973	sich	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-14	6974-6977	das	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-15	6978-6982	dann	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-16	6983-6986	auf	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-17	6987-6990	die	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-18	6991-6999	nächsten	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-19	7000-7009	Prüfungen	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-20	7010-7014	dann	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-21	7015-7024	natürlich	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-22	7025-7029	auch	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-23	7030-7037	positiv	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-24	7038-7046	auswirkt	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
99-25	7046-7047	.	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	

#Text=E (glz.): Da werde ich natürlich auch ein Auge drauf haben.
100-1	7048-7049	E	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-2	7050-7051	(	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-3	7051-7054	glz	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-4	7054-7055	.	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-5	7055-7056	)	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-6	7056-7057	:	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-7	7058-7060	Da	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-8	7061-7066	werde	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-9	7067-7070	ich	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-10	7071-7080	natürlich	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-11	7081-7085	auch	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-12	7086-7089	ein	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-13	7090-7094	Auge	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-14	7095-7100	drauf	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-15	7101-7106	haben	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	
100-16	7106-7107	.	*[39]	*[39]	*[39]	Beschlussphase[39]	*[39]	*[39]	*[39]	_	_	_	_	

#Text=L: Können Sie, bloß ich würde Sie auch bitten, mit dem Milan natürlich das, also nicht den Milan noch zusätzlich unter Druck zu setzen.
101-1	7108-7109	L	_	_	_	_	_	_	_	_	_	_	_	
101-2	7109-7110	:	_	_	_	_	_	_	_	_	_	_	_	
101-3	7111-7117	Können	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-4	7118-7121	Sie	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-5	7121-7122	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-6	7123-7127	bloß	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-7	7128-7131	ich	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-8	7132-7137	würde	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-9	7138-7141	Sie	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-10	7142-7146	auch	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-11	7147-7153	bitten	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-12	7153-7154	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-13	7155-7158	mit	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-14	7159-7162	dem	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-15	7163-7168	Milan	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-16	7169-7178	natürlich	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-17	7179-7182	das	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-18	7182-7183	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-19	7184-7188	also	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-20	7189-7194	nicht	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-21	7195-7198	den	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-22	7199-7204	Milan	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-23	7205-7209	noch	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-24	7210-7220	zusätzlich	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-25	7221-7226	unter	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-26	7227-7232	Druck	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-27	7233-7235	zu	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-28	7236-7242	setzen	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	
101-29	7242-7243	.	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[87]	*[87]	Strukturieren[87]	*[87]	

#Text=L: Ja, dass Sie nicht ihm sagen, die Noten müssen jetzt besser werden, sondern einfach mit ihm sprechen und sagen, wir gucken jetzt mal, woran liegt es genau und probieren ein bisschen was aus und hoffen dann, dass es sich eben in den Noten widerspiegelt.
102-1	7244-7245	L	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	_	_	_	_	
102-2	7245-7246	:	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	_	_	_	_	
102-3	7247-7249	Ja	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-4	7249-7250	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-5	7251-7255	dass	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-6	7256-7259	Sie	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-7	7260-7265	nicht	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-8	7266-7269	ihm	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-9	7270-7275	sagen	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-10	7275-7276	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-11	7277-7280	die	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-12	7281-7286	Noten	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-13	7287-7293	müssen	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-14	7294-7299	jetzt	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-15	7300-7306	besser	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-16	7307-7313	werden	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-17	7313-7314	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-18	7315-7322	sondern	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-19	7323-7330	einfach	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-20	7331-7334	mit	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-21	7335-7338	ihm	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-22	7339-7347	sprechen	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-23	7348-7351	und	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-24	7352-7357	sagen	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-25	7357-7358	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-26	7359-7362	wir	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-27	7363-7369	gucken	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-28	7370-7375	jetzt	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-29	7376-7379	mal	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-30	7379-7380	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-31	7381-7386	woran	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-32	7387-7392	liegt	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-33	7393-7395	es	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-34	7396-7401	genau	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-35	7402-7405	und	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-36	7406-7415	probieren	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-37	7416-7419	ein	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-38	7420-7428	bisschen	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-39	7429-7432	was	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-40	7433-7436	aus	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-41	7437-7440	und	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-42	7441-7447	hoffen	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-43	7448-7452	dann	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-44	7452-7453	,	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-45	7454-7458	dass	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-46	7459-7461	es	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-47	7462-7466	sich	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-48	7467-7471	eben	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-49	7472-7474	in	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-50	7475-7478	den	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-51	7479-7484	Noten	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-52	7485-7498	widerspiegelt	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	
102-53	7498-7499	.	*[40]	*[40]	*[40]	Beschlussphase[40]	*[40]	*[40]	*[40]	*[88]	*[88]	Strukturieren[88]	*[88]	

#Text=E: Ja, natürlich.
103-1	7500-7501	E	_	_	_	_	_	_	_	_	_	_	_	
103-2	7501-7502	:	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
103-3	7503-7505	Ja	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
103-4	7505-7506	,	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
103-5	7507-7516	natürlich	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
103-6	7516-7517	.	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	

#Text=E: Ich meine, ich bin ja seine Mutter und ich weiß natürlich auch, was für ihn gut ist.
104-1	7518-7519	E	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-2	7519-7520	:	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-3	7521-7524	Ich	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-4	7525-7530	meine	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-5	7530-7531	,	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-6	7532-7535	ich	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-7	7536-7539	bin	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-8	7540-7542	ja	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-9	7543-7548	seine	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-10	7549-7555	Mutter	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-11	7556-7559	und	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-12	7560-7563	ich	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-13	7564-7568	weiß	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-14	7569-7578	natürlich	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-15	7579-7583	auch	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-16	7583-7584	,	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-17	7585-7588	was	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-18	7589-7592	für	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-19	7593-7596	ihn	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-20	7597-7600	gut	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-21	7601-7604	ist	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	
104-22	7604-7605	.	*[41]	*[41]	*[41]	Beschlussphase[41]	*[41]	*[41]	*[41]	_	_	_	_	

#Text=E: Und natürlich soll der Milan sich da auch wohlfühlen.
105-1	7606-7607	E	_	_	_	_	_	_	_	_	_	_	_	
105-2	7607-7608	:	_	_	_	_	_	_	_	_	_	_	_	
105-3	7609-7612	Und	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-4	7613-7622	natürlich	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-5	7623-7627	soll	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-6	7628-7631	der	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-7	7632-7637	Milan	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-8	7638-7642	sich	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-9	7643-7645	da	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-10	7646-7650	auch	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-11	7651-7661	wohlfühlen	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	
105-12	7661-7662	.	*[42]	*[42]	*[42]	Beschlussphase[42]	*[42]	*[42]	*[42]	_	_	_	_	

#Text=E: Also das steht ja außer Frage.
106-1	7663-7664	E	_	_	_	_	_	_	_	_	_	_	_	
106-2	7664-7665	:	_	_	_	_	_	_	_	_	_	_	_	
106-3	7666-7670	Also	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
106-4	7671-7674	das	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
106-5	7675-7680	steht	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
106-6	7681-7683	ja	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
106-7	7684-7689	außer	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
106-8	7690-7695	Frage	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
106-9	7695-7696	.	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	

#Text=E: Also da müssen wir nicht drüber diskutieren.
107-1	7697-7698	E	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
107-2	7698-7699	:	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
107-3	7700-7704	Also	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
107-4	7705-7707	da	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
107-5	7708-7714	müssen	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
107-6	7715-7718	wir	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
107-7	7719-7724	nicht	*[43]	*[43]	*[43]	Beschlussphase[43]	*[43]	*[43]	*[43]	_	_	_	_	
